"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","928
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems- Land Law Seminar","Course Total","2","***","","","","","","","","","","","","","","","",""
"Health Law & Admin Seminar","935
001","17","1.375","29.4",".",".",".","5.9",".",".","5.9",".",".",".",".",".",".",".","."
"","939
001","18","",".",".",".",".",".",".",".","72.2","5.6",".",".",".",".",".",".","22.2"
"","939
002","19","1.000","10.5",".","15.8",".",".",".","5.3","10.5",".",".",".",".",".",".",".","."
"Problems in Family Law-Smr","Course Total","37","1.000","5.4",".","8.1",".",".",".","2.7","40.5","2.7",".",".",".",".",".",".","10.8"
"","940
101","11","0.636","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
102","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","940
103","44","1.205","11.4",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
104","24","0.375",".",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
105","24","1.696","25.0",".","20.8",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"","940
106","74","1.306","24.3",".","9.5",".",".","1.4",".","2.7",".",".",".",".",".",".",".","."
"","940
107","11","1.545","18.2",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
108","16","0.750","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","940
109","24","1.091","12.5",".","16.7",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","940
110","26","1.217","15.4",".","15.4",".",".",".",".","11.5",".",".",".",".",".",".",".","."
"","940
111","13","2.545","30.8",".","30.8",".",".",".",".","7.7",".",".",".",".","7.7",".",".","."
"","940
112","17","2.438","41.2",".","17.6",".","5.9",".","5.9",".",".",".",".",".","5.9",".",".","."
"","940
113","13","1.000","15.4",".","7.7",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"","940
114","29","1.741","20.7",".","24.1",".","3.4",".",".","6.9",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","335","1.304","17.9",".","15.8",".","1.2","0.3","0.3","6.6",".",".",".",".","0.6",".",".","."
"","950
101","37","",".",".",".",".",".",".",".","89.2",".",".",".",".",".",".",".","10.8"
"","950
103","47","",".",".",".",".",".",".",".","80.9",".",".",".",".",".",".",".","19.1"
"","950
104","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
105","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
108","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
109","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
110","9","",".",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","22.2"
"","950
111","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
112","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
113","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
115","7","",".",".",".",".",".",".",".","71.4",".",".",".",".",".",".",".","28.6"
"Lawyering Skills Course","Course Total","138","",".",".",".",".",".",".",".","86.2",".",".",".",".",".",".",".","13.8"
"","990
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
027","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
041","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
042","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
046","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
081","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
091","1","***","","","","","","","","","",".",".",".",".",".",".","."
