"","999
032","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
051","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
071","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","Dept. Total","2027","3.651","61.4","16.6","11.4","2.8","2.0","0.2","0.5","2.4","",".","0.7","",".","0.8","0.8","0.3","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","83","3.268","32.5","21.7","22.9","9.6","12.0",".",".",".","",".",".","",".",".","1.2",".",".","."
"Sophomore","","371","3.623","58.0","20.8","15.1","3.0","1.6",".","1.1","0.3","",".",".","",".",".","0.3",".",".","."
"Junior","","449","3.645","62.8","17.4","12.9","2.9","2.2","0.7","0.2",".","",".","0.7","",".",".","0.2",".",".","."
"Senior","","778","3.673","63.9","17.1","11.3","3.0","1.8","0.1","0.5",".","",".","1.4","",".",".","0.9",".",".","."
"Undergraduates","","1681","3.633","60.7","18.2","13.1","3.3","2.4","0.2","0.5","0.1","",".","0.8","",".",".","0.6",".",".","."
"Special","","31","3.207","29.0","9.7","12.9",".","3.2",".","6.5","12.9","",".",".","",".",".",".","19.4","6.5","."
"Graduate","","313","3.880","67.7","8.9","2.2","0.3",".",".",".","13.7","",".",".","",".","5.1","1.9",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2027","3.651","61.4","16.6","11.4","2.8","2.0","0.2","0.5","2.4","",".","0.7","",".","0.8","0.8","0.3","0.1","."
