"","974
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","974
003","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","974
004","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"Topics in Public Affairs","Course Total","27","3.944","88.9","11.1",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"826
PUB AFFR","Dept. Total","705","3.752","65.7","23.1","6.2","1.4","1.4","0.1","0.3","1.1","0.1",".","",".","",".","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.130","30.4","26.1","17.4","8.7","13.0",".","4.3",".",".",".","",".","",".",".",".",".","."
"Sophomore","","105","3.582","47.6","35.2","9.5","1.9","3.8",".","1.0",".",".",".","",".","",".","1.0",".",".","."
"Junior","","143","3.759","62.2","29.4","6.3","2.1",".",".",".",".",".",".","",".","",".",".",".",".","."
"Senior","","190","3.789","73.7","16.8","6.3","1.1","1.6","0.5",".",".",".",".","",".","",".",".",".",".","."
"Undergraduates","","461","3.700","62.0","25.4","7.6","2.0","2.2","0.2","0.4",".",".",".","",".","",".","0.2",".",".","."
"Special","","10","4.000","80.0",".",".",".",".",".",".","20.0",".",".","",".","",".",".",".",".","."
"Graduate","","219","3.854","73.5","18.3","4.1","0.5",".",".",".","2.7",".",".","",".","",".","0.9",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 4","","14","3.784","57.1","42.9",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","15","3.784","53.3","40.0",".",".",".",".",".",".","6.7",".","",".","",".",".",".",".","."
"","Dept. Total","705","3.752","65.7","23.1","6.2","1.4","1.4","0.1","0.3","1.1","0.1",".","",".","",".","0.4",".",".","."
