"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASIAN LANG & CULTURE: LANG Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"186
ASIALANG","","","","","","","","","","","","","","","","","","","","","",""
"Bus Japanese Communication
377
001","19","3.974","94.7","5.3",".",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"379
001","20","3.800","70.0","20.0","10.0",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"379
002","16","3.938","87.5","12.5",".",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"Course Total
Business Chinese","36","3.861","77.8","16.7","5.6",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Business Korean
381
001","2","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Eighth Semester Korean
406
001","8","3.938","87.5","12.5",".",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"422
002","2","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"422
003","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Course Total
8th Semester Asian Language","3","***","","","","","","","","","","","","","","","","","","","",""
"Advanced Japanese: AV Media
452
001","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"Advanced Chinese through Media
454
001","9","3.889","77.8","22.2",".",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"Adv. Reading in Asian Language
560
002","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"186
ASIALANG
Dept. Total","638","3.676","67.6","16.8","6.7","2.4","2.8","1.3","0.6","1.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"186
ASIALANG","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","45","3.448","44.4","31.1","11.1","6.7","4.4",".","2.2",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","157","3.694","66.9","18.5","5.7","4.5","3.2","0.6",".","0.6","",".",".","",".","",".","",".",".",".","."
"Junior","179","3.665","70.4","12.8","7.8","0.6","5.0","2.2",".","1.1","",".",".","",".","",".","",".",".",".","."
"Senior","185","3.705","70.3","16.8","6.5","1.6","0.5","1.6","1.1","1.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","566","3.667","67.3","17.1","7.1","2.5","3.0","1.4","0.5","1.1","",".",".","",".","",".","",".",".",".","."
"Special","28","3.605","60.7","14.3","3.6","3.6",".",".","3.6","14.3","",".",".","",".","",".","",".",".",".","."
"Graduate","42","3.835","73.8","14.3","4.8",".","2.4",".",".","4.8","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","2","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","2","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Dept. Total","638","3.676","67.6","16.8","6.7","2.4","2.8","1.3","0.6","1.9","",".",".","",".","",".","",".",".",".","."
