"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"405","045","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"405","061","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"405","062","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"405","244","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Voice","Course Total","12","3.920","91.7","",".","8.3",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Advanced Flute
407","010","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Oboe
409","059","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet
411","019","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"413","049","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"413","149","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"Advanced Horn
417","020","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trumpet
419","063","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trombone
421","089","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Euphonium
423","035","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Tuba
425","135","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Percussion
427","033","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"431","025","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"431","083","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"431","084","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Violin","Course Total","7","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"433","073","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"433","173","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Viola","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"435","071","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"435","085","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"435","185","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Cello","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"Advanced Double Bass
437","066","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"441","064","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"441","092","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"441","096","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adv Jazz Studio","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"499","010","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","019","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","020","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","025","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","029","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","040","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","044","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"499","045","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","","","","","","","Page 309 of 476",""
