"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOMOLECULAR CHEMISTRY","Section","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","Dept. Total","","95","3.784","38.9","4.2","7.4","",".","",".","",".","",".","44.2","",".",".","",".","5.3","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","***","","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","","6","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","","12","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","19","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","","71","3.658","25.4","5.6","9.9","",".","",".","",".","",".","52.1","",".",".","",".","7.0","",".",".",".","."
"Prof Yr 3","","","5","***","","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","","5","***","","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","","95","3.784","38.9","4.2","7.4","",".","",".","",".","",".","44.2","",".",".","",".","5.3","",".",".",".","."
