"","990
042","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
068","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
074","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","14","",".",".",".",".",".",".",".","85.7","",".",".","",".","14.3",".",".",".","."
"490
I SY E","Dept. Total","1311","3.705","61.6","17.5","11.1","1.9","1.4","0.2","0.1","4.3","",".","1.1","",".","0.3","0.5","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.768","76.9","11.5","7.7",".","3.8",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","101","3.778","80.2","6.9","9.9","1.0","1.0","1.0",".",".","",".",".","",".",".",".",".",".","."
"Junior","","248","3.722","68.5","16.5","11.7","2.4","0.8",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","580","3.709","63.8","19.5","12.4","2.4","1.2",".",".","0.2","",".",".","",".",".","0.5",".",".","."
"Undergraduates","","955","3.720","67.1","17.2","11.8","2.2","1.2","0.1",".","0.1","",".",".","",".",".","0.3",".",".","."
"Special","","28","3.711","64.3","17.9","7.1","3.6","3.6",".",".",".","",".",".","",".",".",".","3.6",".","."
"Graduate","","328","3.655","45.1","18.6","9.1","0.9","1.8","0.6","0.3","17.1","",".","4.3","",".","1.2","0.9",".",".","."
"","Dept. Total","1311","3.705","61.6","17.5","11.1","1.9","1.4","0.2","0.1","4.3","",".","1.1","",".","0.3","0.5","0.1",".","."
