"","682
004","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","682
005","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","682
006","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Senior Honors Thesis","Course Total","6","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"494
INTER-AG","Dept. Total","134","3.959","96.3","0.7","1.5","0.7","0.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.792","83.3",".","8.3","8.3",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","51","3.931","94.1","2.0","2.0",".","2.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","37","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","33","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","133","3.959","96.2","0.8","1.5","0.8","0.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","134","3.959","96.3","0.7","1.5","0.7","0.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
