"","432
003","2","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Int Topics: Jewish Philos&Arts","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"Adv Topics in Jewish History","631
001","2","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Senior Honors Thesis","682
003","1","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"510
JEWISH","Dept. Total","130","3.553","52.3","16.2","15.4","3.1","6.9","",".","",".","6.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.275","35.0","25.0","15.0","10.0","15.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","53","3.623","56.6","17.0","22.6","1.9","1.9","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","25","3.820","80.0","12.0","4.0",".","4.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","21","3.286","42.9","14.3","19.0","4.8","19.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","119","3.546","55.5","16.8","16.8","3.4","7.6","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","10","3.750","10.0","10.0",".",".",".","",".","",".","80.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","130","3.553","52.3","16.2","15.4","3.1","6.9","",".","",".","6.2","",".",".","",".","",".","",".",".",".","."
