"","990
154","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
164","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
167","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","52","",".",".",".",".","",".","",".","",".","92.3","",".",".","",".","5.8","",".",".","1.9","."
"700
ONCOLOGY","Dept. Total","173","3.918","52.0","4.0","1.2","0.6","",".","",".","",".","39.9","",".",".","",".","1.7","",".",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","24","3.988","95.8","4.2",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","39","3.953","92.3","5.1","2.6",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","65","3.969","93.8","4.6","1.5",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","104","3.820","26.9","3.8","1.0","1.0","",".","",".","",".","63.5","",".",".","",".","2.9","",".",".","1.0","."
"Prof Yr 1","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","2","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","173","3.918","52.0","4.0","1.2","0.6","",".","",".","",".","39.9","",".",".","",".","1.7","",".",".","0.6","."
