"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","106
001","876","",".",".",".",".",".",".",".",".",".","99.0","0.3",".",".","0.1","0.2","."
"","106
100","28","",".",".",".",".",".",".",".",".",".","96.4","3.6",".",".",".",".","."
"Skills for Business Analysis","Course Total","904","",".",".",".",".",".",".",".",".",".","98.9","0.4",".",".","0.1","0.2","."
"Pers & Prof Foundation in Bus","110
100","20","3.875","85.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Data Analysis for Business I","206
100","22","3.357","36.4","9.1","36.4","13.6",".",".",".",".",".",".",".",".","4.5",".",".","."
"Data Analysis for Business II","207
100","16","3.438","50.0","6.3","31.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","301
001","430","3.038","17.0","20.2","27.0","26.0","9.5",".","0.2",".",".",".",".",".",".",".",".","."
"","301
100","19","3.053","31.6","10.5","26.3","10.5","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","449","3.039","17.6","19.8","26.9","25.4","9.8","0.2","0.2",".",".",".",".",".",".",".",".","."
"","302
001","35","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","42","3.762","66.7","19.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","306
001","100","3.155","28.0","16.0","34.0","9.0","11.0","1.0","1.0",".",".",".",".",".",".",".",".","."
"","306
002","157","3.051","26.1","11.5","33.1","11.5","15.3",".","1.9",".",".",".",".",".","0.6",".",".","."
"","306
003","142","3.151","21.8","19.0","37.3","11.3","10.6",".",".",".",".",".",".",".",".",".",".","."
"Business Analytics I","Course Total","399","3.113","25.1","15.3","34.8","10.8","12.5","0.3","1.0",".",".",".",".",".","0.3",".",".","."
"","307
001","110","3.277","22.7","33.6","29.1","5.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","307
002","107","3.150","12.1","32.7","38.3","8.4","7.5","0.9",".",".",".",".",".",".",".",".",".","."
"","307
003","108","3.065","17.6","24.1","26.9","16.7","14.8",".",".",".",".",".",".",".",".",".",".","."
"","307
004","110","3.239","23.6","28.2","28.2","11.8","6.4","0.9",".",".",".",".",".",".",".","0.9",".","."
"","307
005","108","3.037","13.0","31.5","23.1","16.7","14.8","0.9",".",".",".",".",".",".",".",".",".","."
"Business Analytics II","Course Total","543","3.154","17.9","30.0","29.1","11.8","10.5","0.6",".",".",".",".",".",".",".","0.2",".","."
"Acctg&Finance - Non-Bus Majors","310
001","222","3.147","22.1","22.1","32.4","12.2","6.8","2.3","0.5","0.5",".",".",".",".",".",".","1.4","."
"","311
001","90","3.194","32.2","27.8","13.3","13.3","8.9","2.2","2.2",".",".",".",".",".",".",".",".","."
"","311
002","86","3.267","22.1","37.2","24.4","9.3","5.8",".","1.2",".",".",".",".",".",".",".",".","."
"","311
003","88","3.322","26.1","33.0","26.1","8.0","4.5","1.1",".","1.1",".",".",".",".",".",".",".","."
"","311
004","88","3.261","29.5","33.0","20.5","8.0","4.5","2.3","2.3",".",".",".",".",".",".",".",".","."
"Mgmt & Mrktg Non-Bus Majors","Course Total","352","3.261","27.6","32.7","21.0","9.7","6.0","1.4","1.4","0.3",".",".",".",".",".",".",".","."
"","320
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","320
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intercultural Communctn in Bus","Course Total","5","***","","","","","","","","","","","","","","","",""
"","360
001","19","3.750","47.4","47.4",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","360
002","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
003","20","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
004","19","3.474","31.6","52.6",".","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","360
005","21","3.476","28.6","66.7",".",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","360
006","19","3.632","36.8","57.9",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","360
007","20","3.600","35.0","50.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
008","22","3.864","86.4","9.1",".",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","360
009","18","3.528","33.3","55.6",".","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","360
010","19","3.711","57.9","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","360
011","19","3.553","36.8","42.1","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","","Page 49 of 476"
