"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","99592","3.411","50.6","16.6","14.1","5.7","5.4","1.8","1.1","2.5","0.0","1.0","0.0","0.3","0.5","0.1","0.3","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","8887","3.101","38.0","17.6","17.5","8.8","9.6","4.2","2.8","0.0",".","0.9","0.0",".","0.5","0.1","0.0","0.0"
"Sophomore","","26585","3.350","47.7","18.2","16.7","6.4","6.6","2.1","1.1","0.0","0.0","0.7","0.0",".","0.4","0.1",".","."
"Junior","","24856","3.396","49.9","17.4","15.9","6.5","6.0","1.9","1.1","0.0",".","0.6","0.0","0.0","0.5","0.1",".","0.0"
"Senior","","26827","3.490","55.2","17.3","13.1","5.3","4.4","1.4","1.0","0.2","0.0","1.4","0.0","0.1","0.6","0.1","0.0","0.0"
"Undergraduates","","87155","3.377","49.7","17.6","15.4","6.3","6.1","2.0","1.2","0.1","0.0","0.9","0.0","0.0","0.5","0.1","0.0","0.0"
"Special","","2314","3.529","32.4","8.1","6.2","1.8","1.8","0.6","1.3","34.1",".","0.6",".",".","0.3","2.6","10.2","0.0"
"Graduate","","10119","3.829","62.6","9.2","4.4","0.6","0.5","0.2","0.1","16.3","0.1","1.9",".","2.5","1.2","0.0","0.2","."
"Prof Yr 1","","44","3.975","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","67","3.932","92.5","6.0","1.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","92","3.886","88.0","6.5","1.1",".",".","1.1",".","2.2","1.1",".",".",".",".",".",".","."
"Prof Yr 4","","26","3.842","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","229","3.906","88.6","8.7","0.9",".",".","0.4",".","0.9","0.4",".",".",".",".",".",".","."
"","College Total","99817","3.411","50.7","16.6","14.1","5.6","5.4","1.8","1.1","2.5","0.0","1.0","0.0","0.3","0.5","0.1","0.3","0.0"
