"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"100","001","","25","3.720","84.0",".","8.0",".","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"100","003","","20","3.825","90.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"Biochemistry Freshman Seminar","Course Total","","45","3.767","86.7","2.2","4.4",".","2.2","4.4",".",".",".",".",".",".",".",".",".","."
"Molecules to Life & Science
104","001","","90","3.983","96.7","1.1","1.1",".",".",".",".","1.1",".",".",".",".",".",".",".","."
"299","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","054","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Biochemistry
301","001","","38","3.297","34.2","15.8","34.2","5.3","5.3","2.6",".","2.6",".",".",".",".",".",".",".","."
"501","001","","256","3.650","66.4","12.1","12.1","3.9","5.5",".",".",".",".",".",".",".",".",".",".","."
"501","002","","310","3.577","59.7","15.5","12.6","3.5","6.1","1.3",".","1.0",".",".",".",".","0.3",".",".","."
"Introduction-Biochemistry","Course Total","","566","3.610","62.7","14.0","12.4","3.7","5.8","0.7",".","0.5",".",".",".",".","0.2",".",".","."
"General Biochemistry I
507","001","","62","3.121","38.7","11.3","21.0","12.9","9.7","3.2","3.2",".",".",".",".",".",".",".",".","."
"General Biochemistry II
508","001","","119","3.102","32.8","10.9","22.7","11.8","12.6","2.5","1.7","1.7",".",".",".",".","1.7",".",".","1.7"
"Nutr Biochm & Mtblsm
510","001","","49","3.378","53.1","10.2","16.3","4.1","14.3","2.0",".",".",".",".",".",".",".",".",".","."
"Human Disease & Biotechnology
550","001","","30","3.217","30.0","16.7","40.0",".","10.0","3.3",".",".",".",".",".",".",".",".",".","."
"Biochemical Methods
551","001","","99","3.658","58.6","23.2","8.1","8.1","1.0",".",".",".",".",".",".",".","1.0",".",".","."
"Comp Modeling of Bio Systems
570","001","","32","3.781","65.6","25.0","9.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biology of Viruses
575","001","","27","2.635","25.9","14.8","14.8","3.7","18.5","7.4","11.1",".",".",".",".",".",".",".","3.7","."
"Eukaryotic Molecular Biology
620","001","","40","3.218","25.0","22.5","37.5","5.0","2.5","5.0",".","2.5",".",".",".",".",".",".",".","."
"Mechanisms-Vitamins & Minerals
625","001","","19","3.528","52.6","5.3","26.3","10.5",".",".",".",".",".",".",".",".","5.3",".",".","."
"Biophysical Chemistry
665","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis
681","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","","","Page 13 of 476"
