"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"LINGUISTICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","",""
"Human Language","101","001","309","3.164","31.7","22.7","20.1","10.4","7.8","3.6","2.3","0.3","0.3",".",".",".","1.0",".",".","."
"Language & Immigration in Wisc","237","001","10","4.000","80.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","10.0"
"Intro Ling-Descript&Theoret","301","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Language, History, and Society","303","001","13","3.625","76.9","7.7",".",".",".",".","7.7",".",".",".",".",".","7.7",".",".","."
"Grammatcl Variablty-Languag","309","001","8","3.929","75.0","12.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Morphology","322","001","47","3.096","36.2","12.8","17.0","19.1","8.5","4.3","2.1",".",".",".",".",".",".",".",".","."
"","373","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","373","004","20","3.525","40.0","40.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Topics in Linguistics","","Course Total","22","3.548","40.9","36.4","9.1","4.5","4.5",".",".",".",".",".",".",".","4.5",".",".","."
"Junior Honors Tutorial","482","013","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Phonological Theories","510","001","16","3.656","50.0","31.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Syntactic Theories","530","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","682","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Seminar-Sr Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Capstone in Linguistics","690","001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","040","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar","977","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","990","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","999","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
