"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","35","3.029","28.6","20.0","20.0","14.3","11.4",".","5.7",".",".",".",".",".",".",".",".","."
"","100
002","35","3.071","28.6","17.1","14.3","20.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","100
003","34","3.147","26.5","11.8","38.2","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","100
004","37","3.153","24.3","21.6","27.0","8.1","16.2",".",".","2.7",".",".",".",".",".",".",".","."
"","100
005","35","3.057","14.3","31.4","20.0","20.0","14.3",".",".",".",".",".",".",".",".",".",".","."
"","100
006","35","3.500","37.1","31.4","25.7","5.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","33","2.864","18.2","18.2","18.2","15.2","27.3","3.0",".",".",".",".",".",".",".",".",".","."
"","100
008","36","3.083","25.0","22.2","22.2","16.7","11.1",".","2.8",".",".",".",".",".",".",".",".","."
"","100
009","34","2.897","17.6","17.6","17.6","26.5","17.6","2.9",".",".",".",".",".",".",".",".",".","."
"","100
010","35","3.057","28.6","14.3","25.7","8.6","20.0","2.9",".",".",".",".",".",".",".",".",".","."
"","100
011","37","2.878","18.9","27.0","21.6","8.1","16.2",".","8.1",".",".",".",".",".",".",".",".","."
"","100
012","35","2.843","14.3","14.3","28.6","22.9","17.1",".","2.9",".",".",".",".",".",".",".",".","."
"","100
014","33","2.485","6.1","3.0","27.3","27.3","27.3","9.1",".",".",".",".",".",".",".",".",".","."
"","100
015","35","2.771","20.0","11.4","14.3","28.6","20.0","2.9","2.9",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","489","2.991","22.1","18.8","22.9","16.6","16.4","1.4","1.6","0.2",".",".",".",".",".",".",".","."
"","211
001","28","2.786","35.7","3.6","14.3","10.7","25.0","3.6","7.1",".",".",".",".",".",".",".",".","."
"","211
002","14","2.357","7.1",".","28.6","14.3","42.9",".","7.1",".",".",".",".",".",".",".",".","."
"","211
003","32","3.047","21.9","12.5","34.4","15.6","15.6",".",".",".",".",".",".",".",".",".",".","."
"","211
004","33","3.152","30.3","6.1","42.4","6.1","15.2",".",".",".",".",".",".",".",".",".",".","."
"","211
005","31","2.867","12.9","9.7","48.4","9.7","9.7","3.2","3.2",".",".",".",".",".","3.2",".",".","."
"","211
006","32","2.984","18.8","6.3","50.0","3.1","15.6","3.1",".","3.1",".",".",".",".",".",".",".","."
"","211
007","28","3.018","17.9","10.7","42.9","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","211
008","26","2.635","7.7","7.7","30.8","26.9","19.2","7.7",".",".",".",".",".",".",".",".",".","."
"","211
009","30","2.967","10.0","13.3","50.0","13.3","13.3",".",".",".",".",".",".",".",".",".",".","."
"","211
010","27","3.056","18.5","11.1","48.1","7.4","14.8",".",".",".",".",".",".",".",".",".",".","."
"","211
011","32","2.859","12.5","9.4","43.8","6.3","28.1",".",".",".",".",".",".",".",".",".",".","."
"","211
012","27","3.074","18.5","18.5","37.0","11.1","14.8",".",".",".",".",".",".",".",".",".",".","."
"","211
013","30","3.083","30.0","16.7","26.7","6.7","13.3","6.7",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","370","2.942","19.2","10.0","38.9","10.8","17.6","1.9","1.1","0.3",".",".",".",".","0.3",".",".","."
"","300
001","152","3.225","27.0","28.9","19.1","18.4","2.6","2.6","0.7",".",".",".",".",".",".",".","0.7","."
"","300
002","44","3.398","34.1","29.5","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","32","3.344","25.0","31.3","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","41","3.390","39.0","22.0","24.4","12.2",".","2.4",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","269","3.293","29.7","28.3","21.2","16.7","1.5","1.9","0.4",".",".",".",".",".",".",".","0.4","."
"","301
001","28","3.179","14.3","28.6","42.9","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","301
002","33","3.242","36.4","12.1","27.3","12.1","12.1",".",".",".",".",".",".",".",".",".",".","."
"","301
003","35","3.057","22.9","8.6","42.9","14.3","8.6","2.9",".",".",".",".",".",".",".",".",".","."
"","301
004","39","3.385","43.6","15.4","20.5","15.4","5.1",".",".",".",".",".",".",".",".",".",".","."
"","301
005","17","3.412","47.1","5.9","35.3","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","301
006","34","3.250","20.6","32.4","29.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","301
007","28","3.089","32.1","14.3","21.4","17.9","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","301
008","35","3.257","28.6","28.6","28.6","5.7","2.9","5.7",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","249","3.229","30.1","18.9","30.5","11.6","6.8","2.0",".",".",".",".",".",".",".",".",".","."
