"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Dante's Divine Comedy","253","001","35","3.514","45.7","28.6","11.4","11.4","2.9",".",".",".",".",".",".",".",".",".",".","."
"The Nordic Storyteller","345","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Old Norse","408","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Medieval Art","415","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Medieval Drama","424","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"St. Francis Poverty Ecology","440","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Old English","520","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"633
MEDIEVAL","","Dept. Total","45","3.556","46.7","31.1","11.1","8.9","2.2",".",".",".",".",".",".",".",".",".",".","."
