"","999
031","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
034","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
038","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading & Rsch","Course Total","16","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"544
L I S","Dept. Total","1813","3.838","83.2","8.5","3.5","0.7","1.0","0.6","0.7","0.3","",".","0.7","",".","0.1","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.553","73.7",".","5.3","5.3","5.3",".","5.3",".","",".",".","",".",".","5.3",".",".","."
"Sophomore","","246","3.848","85.8","6.5","4.1","1.2","1.6",".","0.8",".","",".",".","",".",".",".",".",".","."
"Junior","","344","3.818","84.9","7.0","3.5","0.6","1.2","1.5","0.9",".","",".",".","",".",".","0.6",".",".","."
"Senior","","508","3.786","81.5","9.3","3.1","1.2","1.6","1.2","1.2","0.2","",".",".","",".",".","0.8",".",".","."
"Undergraduates","","1117","3.806","83.3","7.8","3.5","1.1","1.5","1.0","1.1","0.1","",".",".","",".",".","0.6",".",".","."
"Special","","16","3.962","75.0","6.3",".",".",".",".",".","18.8","",".",".","",".",".",".",".",".","."
"Graduate","","680","3.897","83.1","9.7","3.5","0.1","0.3",".","0.1","0.1","",".","1.9","",".","0.1","0.9",".",".","."
"","Dept. Total","1813","3.838","83.2","8.5","3.5","0.7","1.0","0.6","0.7","0.3","",".","0.7","",".","0.1","0.7",".",".","."
