"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","2607","3.560","42.6","20.3","8.9","3.1","1.0","0.2","0.3","1.5","",".","21.6","0.0","0.2","0.1",".","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.538","46.2","23.1","23.1","7.7",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","46","3.798","71.7","17.4","8.7","2.2",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","415","3.436","36.9","21.2","12.3","4.6","1.7","0.5","0.7",".","",".","21.9",".",".",".",".","0.2","."
"Senior","","1722","3.484","34.7","23.1","9.8","3.3","1.1","0.2","0.2","0.1","",".","27.4","0.1",".","0.1",".","0.1","."
"Undergraduates","","2196","3.482","36.0","22.6","10.3","3.5","1.2","0.3","0.3","0.1","",".","25.6","0.0",".","0.0",".","0.1","."
"Special","","18","3.500","33.3","27.8","16.7","5.6",".",".",".",".","",".",".",".",".",".",".","16.7","."
"Graduate","","392","3.902","79.8","7.1","1.0","0.8",".",".","0.8","9.2","",".",".",".","1.0","0.3",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","2607","3.560","42.6","20.3","8.9","3.1","1.0","0.2","0.3","1.5","",".","21.6","0.0","0.2","0.1",".","0.2","."
