"BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","",""
"","365
001","11","3.818","72.7","18.2","9.1",".",".",".",".",".","",".","",".",".","",".","","",".",".",".","."
"","365
002","23","3.783","73.9","17.4","4.3",".","4.3",".",".",".","",".","",".",".","",".","","",".",".",".","."
"","365
003","16","3.531","43.8","37.5","6.3","6.3","6.3",".",".",".","",".","",".",".","",".","","",".",".",".","."
"Contemporary Topics","Course Total","50","3.710","64.0","24.0","6.0","2.0","4.0",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","41","3.390","39.0","34.1","12.2","9.8",".","2.4","2.4",".","",".","",".",".","",".","","",".",".",".","."
"Systems Analysis and Design","424
001","43","3.849","79.1","16.3","2.3",".","2.3",".",".",".","",".","",".",".","",".","","",".",".",".","."
"Contemporary Topics","765
010","26","3.981","96.2","3.8",".",".",".",".",".",".","",".","",".",".","",".","","",".",".",".","."
"234
INFO SYS","Dept. Total","160","3.709","66.9","21.3","5.6","3.1","1.9","0.6","0.6","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","10","3.300","50.0","20.0","10.0",".","10.0","10.0",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","30","3.750","66.7","20.0","10.0","3.3",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","90","3.678","61.1","27.8","4.4","3.3","2.2",".","1.1","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","130","3.665","61.5","25.4","6.2","3.1","2.3","0.8","0.8","",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","28","3.946","92.9","3.6","3.6",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","160","3.709","66.9","21.3","5.6","3.1","1.9","0.6","0.6","",".","",".",".","",".","",".","",".",".",".","."
