"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","142","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","144","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","145","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","148","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","152","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","153","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","154","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","155","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","156","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","158","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","160","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","161","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","162","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","163","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","164","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","165","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","166","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","169","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","170","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","172","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","173","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","157","",".",".",".",".",".",".",".","98.7",".",".",".","0.6","0.6",".",".","."
"839","001","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","002","","28","3.982","96.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","003","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","004","","34","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","007","","29","3.714","72.4","13.8","6.9",".",".",".","3.4",".",".",".",".",".","3.4",".",".","."
"Core Topics in Computing","Course Total","","129","3.906","87.6","9.3","1.6",".",".",".","0.8",".",".",".",".",".","0.8",".",".","."
"Topics in Theortcl Comp Sci
880","001","","30","3.466","50.0","26.7","10.0","3.3",".","3.3","3.3","3.3",".",".",".",".",".",".",".","."
"899","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","","Page 225 of 476",""
