"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"General Chem I Laboratory","101
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","102
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","102
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Chem II Laboratory","Course Total","2","***","","","","","","","","","","","","","","","",""
"","103
001","293","2.877","24.2","13.3","24.9","11.9","16.0","6.5","2.7",".",".",".",".",".","0.3",".",".","."
"","103
002","313","2.941","24.3","15.3","24.0","15.0","15.0","3.8","2.6",".",".",".",".",".",".",".",".","."
"General Chemistry I","Course Total","606","2.910","24.3","14.4","24.4","13.5","15.5","5.1","2.6",".",".",".",".",".","0.2",".",".","."
"","104
001","281","3.012","29.5","13.9","26.7","10.7","11.0","5.7","2.5",".",".",".",".",".",".",".",".","."
"","104
002","255","2.929","23.5","12.9","24.7","12.9","21.6","3.9","0.4",".",".",".",".",".",".",".",".","."
"","104
003","270","2.944","24.8","14.4","25.9","11.5","16.7","3.7","2.6",".",".",".",".",".","0.4",".",".","."
"","104
004","240","3.042","27.5","17.5","21.7","15.0","12.1","6.3",".",".",".",".",".",".",".",".",".","."
"","104
005","255","2.902","23.5","11.4","25.9","12.9","20.4","5.5","0.4",".",".",".",".",".",".",".",".","."
"","104
006","245","3.010","27.8","12.2","29.0","8.6","16.7","5.3","0.4",".",".",".",".",".",".",".",".","."
"General Chemistry II","Course Total","1546","2.973","26.1","13.7","25.7","11.9","16.4","5.0","1.1",".",".",".",".",".","0.1",".",".","."
"Chemistry in Our World","108
001","167","2.937","23.4","14.4","28.1","11.4","15.6","4.2","2.4",".",".",".",".",".","0.6",".",".","."
"Chemical Principles II","116
001","26","3.462","38.5","19.2","38.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research I","260
001","14","3.885","78.6","7.1","7.1",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","299
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
151","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
158","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","12","3.957","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","50","2.771","16.0","14.0","24.0","18.0","12.0","12.0",".","2.0",".",".",".",".","2.0",".",".","."
"Fundamentals of Analytical Sci","327
001","72","3.194","23.6","36.1","19.4","8.3","6.9","5.6",".",".",".",".",".",".",".",".",".","."
"","329
001","64","3.227","32.8","12.5","29.7","17.2","7.8",".",".",".",".",".",".",".",".",".",".","."
"","329
002","53","3.274","26.4","28.3","28.3","7.5","9.4",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","117","3.248","29.9","19.7","29.1","12.8","8.5",".",".",".",".",".",".",".",".",".",".","."
"","342
001","12","3.111","16.7","8.3","33.3","8.3","8.3",".",".","25.0",".",".",".",".",".",".",".","."
"","342
002","15","3.533","40.0","26.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Organic Chem Lab","Course Total","27","3.375","29.6","18.5","33.3","3.7","3.7",".",".","11.1",".",".",".",".",".",".",".","."
"","343
001","181","2.931","26.0","12.2","27.6","6.1","21.0","5.0","1.7",".",".",".",".",".","0.6",".",".","."
"","343
002","201","3.000","27.4","12.4","23.4","9.5","23.9","2.5",".",".",".",".",".",".","1.0",".",".","."
"","343
003","186","2.847","18.3","14.0","27.4","14.0","18.8","3.2","2.7",".",".",".",".",".","1.6",".",".","."
"Organic Chemistry I","Course Total","568","2.928","23.9","12.9","26.1","9.9","21.3","3.5","1.4",".",".",".",".",".","1.1",".",".","."
"","344
001","16","3.125","18.8","31.3","12.5","31.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
002","17","3.235","41.2",".","23.5","35.3",".",".",".",".",".",".",".",".",".",".",".","."
