"TERM : 1234","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2022-2023","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"","CIVIL AND ENVIRONMENTAL EN Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240","CIV ENGR","","","","","","","","","","","","","","","","","","",""
"240","CIV ENGR","Dept. Total
1168","3.555","52.7","17.0","13.9","4.6","3.2","0.5","0.3","5.7","0.1",".","",".","1.9","0.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240","CIV ENGR","","","","","","","","","","","","","","","","","","",""
"","Freshmen","3","***","","","","","","","","","",".","",".",".",".",".",".","."
