"L&S","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","",""
"Dept. Total
512
JOURN","1510","3.665","52.8","21.7","10.1","2.1","1.5","0.5","0.2","1.6","0.1","8.4","0.1","0.7","0.4",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","",""
"Freshmen","93","3.294","25.8","33.3","24.7","8.6","4.3","1.1","1.1",".",".",".",".",".",".",".","1.1","."
"Sophomore","323","3.593","48.6","28.8","12.7","3.4","1.5","0.3","0.6",".",".","3.4",".",".","0.6",".",".","."
"Junior","398","3.710","59.0","22.6","9.3","1.3","0.8","0.8",".",".",".","6.3",".",".",".",".",".","."
"Senior","598","3.731","57.2","17.4","8.2","1.3","1.7","0.2",".","0.2",".","13.2","0.2","0.2","0.3",".",".","."
"Undergraduates","1412","3.660","53.7","22.5","10.6","2.3","1.6","0.4","0.2","0.1",".","8.1","0.1","0.1","0.3",".","0.1","."
"Special","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","95","3.851","38.9","9.5","2.1",".",".",".",".","24.2","1.1","12.6",".","9.5","2.1",".",".","."
"Prof Yr 4","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dept. Total","1510","3.665","52.8","21.7","10.1","2.1","1.5","0.5","0.2","1.6","0.1","8.4","0.1","0.7","0.4",".","0.1","."
