"TERM : 1234","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Spring 2022-2023","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","",""
"MEDICAL GENETICS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","",""
"Eukaryotic Molecular Biology","620
001
3","***","","","","","","","","","",".",".",".",".",".",".   
."
"Cancer Genetics","662
001
4","***","","","","","","","","","",".",".",".",".",".",".   
."
"Modern Clinical Genetics","911
005
9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".   
."
"616
MD GENET","Dept. Total
16","3.571","25.0",".","18.8",".",".",".",".","56.3",".",".",".",".",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","",""
"Senior","4","***","","","","","","","","","",".",".",".",".",".",".  
."
"Undergraduates","4","***","","","","","","","","","",".",".",".",".",".",".  
."
"Graduate","3","***","","","","","","","","","",".",".",".",".",".",".  
."
"Prof Yr 3","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"Prof Yr 4","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".  
."
"Professionals","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".  
."
"","Dept. Total
16","3.571","25.0",".","18.8",".",".",".",".","56.3",".",".",".",".",".",".",".  
."
"July 21, 2023","","","","","","","","","","","","","","","","","Page 395 of 476"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"** Please note: The Law School uses a non-standard grade scale. Some of these grades cannot be mapped to our standard A/B, BC grading scale and are therefore excluded from this","","","","","","","","","","","","","","","","",""
"report..","","","","","","","","","","","","","","","","",""
