"L&S","","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","Dept. Total","487","3.626","47.4","20.7","9.4","2.9","1.8","",".","0.8","12.9","",".",".","",".","0.4","0.6",".","2.7","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","2.833","13.9","27.8","16.7","16.7","19.4","",".","5.6",".","",".",".","",".",".",".",".",".","."
"Sophomore","","138","3.576","46.4","32.6","15.9","2.9","1.4","",".","0.7",".","",".",".","",".",".",".",".",".","."
"Junior","","99","3.658","53.5","30.3","13.1","1.0",".","",".","1.0",".","",".",".","",".",".","1.0",".",".","."
"Senior","","113","3.854","79.6","14.2","3.5","2.7",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","386","3.609","54.9","26.2","11.7","3.6","2.3","",".","1.0",".","",".",".","",".",".","0.3",".",".","."
"Special","","70","3.000",".",".","1.4",".",".","",".",".","78.6","",".",".","",".",".",".",".","18.6","1.4"
"Graduate","","31","4.000","61.3",".",".",".",".","",".",".","25.8","",".",".","",".","6.5","6.5",".",".","."
"","Dept. Total","487","3.626","47.4","20.7","9.4","2.9","1.8","",".","0.8","12.9","",".",".","",".","0.4","0.6",".","2.7","0.2"
