"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","5487","3.648","62.6","18.5","9.6","4.0","2.3","0.9","0.4","1.1","",".",".","",".","0.1","0.3","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","184","3.284","52.7","17.4","13.0","6.0","6.0","0.5","3.8",".","",".",".","",".",".","0.5",".",".","."
"Sophomore","","993","3.652","64.7","19.5","8.4","3.5","2.4","0.4","0.4",".","",".",".","",".",".","0.6","0.1",".","."
"Junior","","1904","3.665","62.4","19.5","10.7","4.2","1.7","0.8","0.4",".","",".",".","",".",".","0.3",".",".","."
"Senior","","2178","3.643","62.8","18.7","9.9","4.2","2.5","1.4","0.2","0.1","",".",".","",".",".","0.2",".",".","."
"Undergraduates","","5259","3.642","62.6","19.1","10.0","4.1","2.3","1.0","0.4","0.0","",".",".","",".",".","0.3","0.0",".","."
"Special","","25","3.673","48.0","4.0","4.0",".","4.0",".",".","24.0","",".",".","",".",".",".",".","16.0","."
"Graduate","","202","3.892","62.9","4.0","1.0","1.0",".",".","0.5","26.2","",".",".","",".","2.0","1.0",".","1.5","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","College Total","5487","3.648","62.6","18.5","9.6","4.0","2.3","0.9","0.4","1.1","",".",".","",".","0.1","0.3","0.0","0.1","."
