"","990
046","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
047","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
058","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","40","",".",".",".",".",".",".",".","95.0","2.5",".","",".","2.5",".",".",".","."
"250
COM ARTS","Dept. Total","3406","3.469","40.3","27.0","12.2","5.8","3.4","1.1","1.1","3.7","0.1","4.6","",".","0.0","0.3","0.1","0.3","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","464","3.376","34.9","36.2","15.3","5.8","3.9","1.3","2.2",".",".",".","",".",".","0.4",".",".","."
"Sophomore","","871","3.499","44.3","30.7","14.2","5.3","3.3","1.0","0.8",".",".",".","",".",".","0.1","0.2",".","."
"Junior","","756","3.415","44.3","26.2","13.4","7.8","4.9","1.7","1.5",".",".","0.1","",".",".",".","0.1",".","."
"Senior","","1093","3.506","39.0","25.7","10.6","5.7","2.7","0.9","0.6",".",".","14.1","",".",".","0.4",".",".","0.1"
"Undergraduates","","3184","3.462","41.1","28.7","12.9","6.1","3.6","1.2","1.1",".",".","4.9","",".",".","0.2","0.1",".","0.0"
"Special","","55","2.893","7.3","5.5","3.6","3.6","1.8","1.8","1.8","54.5",".",".","",".",".",".",".","20.0","."
"Graduate","","167","3.938","35.9","2.4",".",".","0.6",".",".","57.5","1.2",".","",".","0.6","1.8",".",".","."
"","Dept. Total","3406","3.469","40.3","27.0","12.2","5.8","3.4","1.1","1.1","3.7","0.1","4.6","",".","0.0","0.3","0.1","0.3","0.0"
