"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3753","3.704","66.6","14.0","8.6","3.9","2.0","0.2","0.1","1.8","",".","2.4","",".","0.1","0.1","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.750","81.3",".","18.8",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","71","3.669","77.5","5.6","5.6","7.0","4.2",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","113","3.520","59.3","15.0","6.2","9.7","9.7",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","210","3.625","64.8","15.2","8.6","3.8","5.2","1.0",".",".","",".","1.4","",".",".",".",".",".","."
"Undergraduates","","410","3.606","66.1","12.9","7.8","5.9","6.1","0.5",".",".","",".","0.7","",".",".",".",".",".","."
"Special","","68","3.898","85.3","4.4","2.9","1.5","1.5",".",".",".","",".",".","",".",".",".",".","4.4","."
"Graduate","","475","3.903","60.2","7.8","1.7","1.1",".",".",".","14.5","",".","13.5","",".","0.8","0.4",".",".","."
"Prof Yr 1","","744","3.527","61.0","15.2","11.3","5.0","3.4","0.8","0.4",".","",".","2.8","",".",".",".","0.1",".","."
"Prof Yr 2","","896","3.550","57.4","20.9","14.6","5.6","1.3",".",".",".","",".","0.2","",".",".",".",".",".","."
"Prof Yr 3","","781","3.679","73.0","14.6","7.4","3.5","1.4",".","0.1",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","379","3.932","91.0","5.3","2.4","0.8","0.3",".",".",".","",".",".","",".",".",".",".",".","0.3"
"Professionals","","2800","3.690","67.3","15.5","10.1","4.2","1.8","0.2","0.1",".","",".","0.8","",".",".",".","0.0",".","0.0"
"","College Total","3753","3.704","66.6","14.0","8.6","3.9","2.0","0.2","0.1","1.8","",".","2.4","",".","0.1","0.1","0.0","0.1","0.0"
