"L&S","","","","","","","","","","","","","","","","","",""
"ENGLISH AS A SECOND LANGU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","",""
"345
001","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"345
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Course Total
American English Pronunciation","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"349
001","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"349
003","11","",".",".",".",".",".",".",".",".",".","90.9",".",".",".","9.1",".","."
"Course Total
Academic Writing for Grads","20","",".",".",".",".",".",".",".",".",".","95.0",".",".",".","5.0",".","."
"Prof and Acad Writing Skills
350
001","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"International TA Training
370
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dept. Total
351
ESL","515","3.821","34.6","5.2","2.5","0.8","0.8",".",".",".",".","52.4","2.5",".","0.4","0.8",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","",""
"Freshmen","119","3.745","32.8","6.7","4.2","1.7","0.8",".",".",".",".","51.3","2.5",".",".",".",".","."
"Sophomore","220","3.909","45.5","5.0","1.4",".","0.5",".",".",".",".","44.1","2.3",".","0.9","0.5",".","."
"Junior","82","3.639","29.3","4.9","4.9","2.4","2.4",".",".",".",".","50.0","6.1",".",".",".",".","."
"Senior","26","3.850","57.7","15.4","3.8",".",".",".",".",".",".","23.1",".",".",".",".",".","."
"Undergraduates","447","3.821","39.8","6.0","2.9","0.9","0.9",".",".",".",".","45.9","2.9",".","0.4","0.2",".","."
"Special","8","",".",".",".",".",".",".",".",".",".","62.5",".",".",".","37.5",".","."
"Graduate","71","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Dept. Total","526","3.821","33.8","5.1","2.5","0.8","0.8",".",".",".",".","53.4","2.5",".","0.4","0.8",".","."
