"HEC","","","","","","","","","","","","","","","","","","","","","",""
"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","Dept. Total","2741","3.590","58.3","22.4","10.9","4.3","2.1","0.9","0.3","0.5","",".",".","",".","",".","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","65","3.540","73.8","10.8","4.6","4.6","4.6",".","1.5",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","509","3.637","64.8","20.6","8.8","3.7","1.6",".","0.4",".","",".",".","",".","",".",".",".",".","."
"Junior","","954","3.591","55.1","24.6","12.6","4.3","1.8","0.8","0.3",".","",".",".","",".","",".","0.4",".",".","."
"Senior","","1162","3.566","57.1","22.7","11.1","4.7","2.5","1.5","0.1","0.1","",".",".","",".","",".","0.2",".",".","."
"Undergraduates","","2690","3.587","58.3","22.7","11.0","4.4","2.1","0.9","0.3","0.0","",".",".","",".","",".","0.2",".",".","."
"Special","","9","3.227","11.1","11.1","11.1",".","11.1",".",".","33.3","",".",".","",".","",".",".",".","22.2","."
"Graduate","","42","3.924","71.4","4.8","2.4",".",".",".",".","21.4","",".",".","",".","",".",".",".",".","."
"","Dept. Total","2741","3.590","58.3","22.4","10.9","4.3","2.1","0.9","0.3","0.5","",".",".","",".","",".","0.2",".","0.1","."
