"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"682","166","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","170","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis
692","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","138","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","147","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","148","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","149","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","152","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","163","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","164","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","38","3.876","97.4",".",".",".",".",".","2.6",".",".",".",".",".",".",".",".","."
"702","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"702","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"702","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","158","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","165","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"702","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate Cooperative Education","Course Total","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Methods of Computatnl Math II
715","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonlinear Optimization I
726","001","","19","3.472","36.8","21.1","31.6","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"Integer Optimization
728","001","","15","3.600","40.0","46.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Distributed Systems
739","001","","54","4.000","98.1",".",".",".",".",".",".","1.9",".",".",".",".",".",".",".","."
"Advanced Computer Networks
740","001","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Computer Architecture I
752","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"VLSI Systems Design
755","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
