"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
054","19","3.895","89.5",".","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
055","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"","100
056","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
057","19","3.737","89.5",".","5.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
059","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
060","19","3.889","78.9","10.5","5.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","100
062","19","3.789","94.7",".",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
065","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
066","17","3.700","58.8","11.8","11.8","5.9",".",".",".",".",".",".",".",".","11.8",".",".","."
"","100
067","19","3.658","63.2","26.3",".",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","100
072","19","3.895","94.7",".",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
073","18","3.941","88.9",".","5.6",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"","100
074","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
075","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
078","19","3.605","68.4",".","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
079","19","3.763","78.9","15.8",".",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","100
080","16","3.469","43.8","25.0","12.5","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","100
081","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
082","17","3.647","70.6","5.9","11.8","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","100
084","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
085","15","3.300","66.7","6.7","6.7",".","6.7","6.7","6.7",".",".",".",".",".",".",".",".","."
"","100
087","19","3.500","57.9","26.3","5.3",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","100
088","15","3.536","33.3","46.7","6.7",".","6.7",".",".",".",".",".",".",".","6.7",".",".","."
"","100
091","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","100
092","8","3.571","25.0","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"","100
093","11","3.818","81.8","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to College Composition","Course Total","1236","3.753","77.3","10.4","5.7","2.2","1.6","0.7","1.2",".",".",".",".",".","0.7",".","0.1","."
"Intro-Theatre & Dramatic Lit","120
001","230","3.736","72.2","18.3","5.2","0.9","1.3","1.3","0.9",".",".",".",".",".",".",".",".","."
"Comm B Topics in English Lit","140
001","169","3.802","82.8","4.1","7.7","3.6","0.6","1.2",".",".",".",".",".",".",".",".",".","."
"Science Fiction and Fantasy","141
002","25","3.521","56.0","20.0","12.0",".","4.0",".","4.0",".",".",".",".",".",".",".","4.0","."
"Lit & Culture of Asian America","150
001","112","3.761","76.8","11.6","5.4","0.9",".",".","2.7","0.9",".",".",".",".","1.8",".",".","."
"","153
001","172","3.750","65.1","25.6","4.1","1.7","1.7","0.6",".",".",".",".",".",".","1.2",".",".","."
"","153
002","14","3.536","42.9","28.6","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and the Environment","Course Total","186","3.734","63.4","25.8","5.4","2.2","1.6","0.5",".",".",".",".",".",".","1.1",".",".","."
"Myth and Literature","155
001","29","3.672","55.2","34.5",".","10.3",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and Medicine","156
001","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","162
001","25","3.820","88.0","4.0",".",".","8.0",".",".",".",".",".",".",".",".",".",".","."
"British and American Writers","167
001","9","3.000","22.2","22.2","44.4",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"Modern Literature","168
001","30","3.190","20.0","16.7","46.7","6.7","6.7",".",".",".",".",".",".",".","3.3",".",".","."
"","172
001","6","3.250","33.3","16.7","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","172
002","8","3.563","50.0","37.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
