"TERM : 1234","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2022-2023","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
508
ITALIAN","235","3.599","51.5","22.1","7.7","7.2","1.7","0.4","0.4","7.2","",".",".","",".","0.4","0.9",".","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","26","3.462","46.2","23.1","11.5","15.4","3.8",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","68","3.492","50.0","22.1","10.3","13.2","2.9","1.5",".",".","",".",".","",".",".",".",".",".","."
"Junior","60","3.634","58.3","25.0","10.0","1.7","1.7",".","1.7",".","",".",".","",".",".","1.7",".",".","."
"Senior","45","3.717","62.2","24.4","4.4","6.7",".",".",".","2.2","",".",".","",".",".",".",".",".","."
"Undergraduates","199","3.578","54.8","23.6","9.0","8.5","2.0","0.5","0.5","0.5","",".",".","",".",".","0.5",".",".","."
"Special","12","4.000","33.3",".",".",".",".",".",".","58.3","",".",".","",".",".",".",".","8.3","."
"Graduate","23","3.846","34.8","17.4",".",".",".",".",".","39.1","",".",".","",".","4.3","4.3",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","235","3.599","51.5","22.1","7.7","7.2","1.7","0.4","0.4","7.2","",".",".","",".","0.4","0.9",".","0.4","."
