"ANIMAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"Biol&Apprec-Companion Anmls
200","001","","121","3.076","38.8","11.6","15.7","11.6","13.2","4.1","3.3","1.7",".",".",".",".",".",".",".","."
"299","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","013","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","15","3.968","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comparative Animal Nutritn
311","001","","45","2.389","13.3","6.7","20.0","17.8","22.2","13.3","6.7",".",".",".",".",".",".",".",".","."
"Animal Health & Disease
320","001","","45","3.600","53.3","24.4","13.3","6.7","2.2",".",".",".",".",".",".",".",".",".",".","."
"Food Laws and Regulations
321","001","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Microbiome-Plants/Anmls/Humans
335","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Animal & Vet Genetics
361","001","","42","2.679","11.9","9.5","35.7","16.7","14.3","9.5","2.4",".",".",".",".",".",".",".",".","."
"Veterinary Genetics
362","001","","22","3.250","27.3","27.3","27.3","4.5","13.6",".",".",".",".",".",".",".",".",".",".","."
"Principles of Animal Breeding
363","001","","26","2.769","23.1","11.5","30.8","3.8","11.5","19.2",".",".",".",".",".",".",".",".",".","."
"Animal Physiology
373","001","","49","2.704","24.5","2.0","28.6","8.2","26.5","6.1","4.1",".",".",".",".",".",".",".",".","."
"375","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","005","","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","006","","9","3.167","11.1","44.4","11.1","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","32","3.644","71.9","12.5","6.3","9.4",".",".",".",".",".",".",".",".",".",".",".","."
"Commercial Meat Processing
515","001","","8","3.429","37.5","25.0","12.5",".","12.5",".",".","12.5",".",".",".",".",".",".",".","."
"Ornithology
520","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"521","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"521","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"521","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"521","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Birds of Southern Wisconsin","Course Total","","12","3.864","75.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","8.3","."
"Senior Honor Thesis
681","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis
692","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","12","3.952","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","","","Page 32 of 476"
