"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","15","3.367","66.7","6.7",".",".","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","100
002","17","3.618","82.4","5.9",".",".","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","100
003","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
005","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
008","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
012","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
014","18","3.806","83.3",".","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
016","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","16","3.750","93.8",".",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","100
018","17","3.735","82.4","5.9","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","100
019","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
020","17","3.912","94.1",".",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","100
021","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","100
022","16","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
023","16","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
024","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
025","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
026","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
027","21","3.952","95.2",".","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","450","3.901","91.3","3.8","2.4","0.4","0.9","0.4","0.4",".",".",".",".",".","0.2",".",".","."
"","102
001","15","3.567","80.0","6.7",".",".","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"","102
002","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","14","3.893","92.9",".",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","14","3.893","92.9",".",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","15","3.567","66.7","13.3","6.7","6.7",".","6.7",".",".",".",".",".",".",".",".",".","."
"","102
006","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","87","3.793","86.2","3.4","3.4","3.4","1.1","1.1","1.1",".",".",".",".",".",".",".",".","."
"","104
001","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","18","3.861","88.9",".","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","104
003","20","3.725","65.0","15.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","14","3.679","57.1","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","67","3.806","76.1","10.4","11.9","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","107
001","162","3.722","81.5","3.1","7.4","3.1","2.5","0.6","1.9",".",".",".",".",".",".",".",".","."
"","112
001","15","3.567","73.3",".","6.7","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","112
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","","Page 75 of 476"
