"","990
173","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
185","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
189","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","156","",".",".",".",".",".",".",".","62.8","",".",".","",".","37.2",".",".",".","."
"754
PHYSICS","Dept. Total","3322","3.162","28.1","21.1","23.0","12.5","7.3","1.8","0.7","3.3","",".",".","",".","1.8","0.3",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","137","3.135","22.6","28.5","29.9","10.2","4.4","2.9","0.7",".","",".",".","",".",".","0.7",".",".","."
"Sophomore","","737","3.159","29.0","21.2","28.0","12.1","5.8","2.7","0.8",".","",".",".","",".",".","0.4",".",".","."
"Junior","","1022","3.113","27.1","21.8","22.1","17.1","8.7","2.1","0.9",".","",".",".","",".",".","0.2",".",".","."
"Senior","","1013","3.146","28.0","22.1","23.9","13.1","10.3","1.2","0.7","0.2","",".",".","",".","0.1","0.3",".","0.1","."
"Undergraduates","","2909","3.137","27.7","22.1","24.6","14.1","8.3","2.0","0.8","0.1","",".",".","",".","0.0","0.3",".","0.0","."
"Special","","37","3.678","45.9","13.5","10.8",".",".","2.7",".","24.3","",".",".","",".",".",".",".","2.7","."
"Graduate","","377","3.582","29.2","14.6","11.7","0.8","0.3","0.3","0.3","26.5","",".",".","",".","15.4",".","0.5","0.5","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","3324","3.162","28.1","21.1","23.0","12.5","7.3","1.8","0.7","3.3","",".",".","",".","1.8","0.3","0.1","0.1","."
