"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","",""
"Religion and Popular Culture","105","001","","66","3.774","72.7","13.6","1.5","1.5","3.0","1.5",".","6.1",".",".",".",".",".",".",".","."
"Consuming Happiness","173","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Islam Wrld:MidEast,500-1500","205","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Asia Enchanted","236","001","","13","3.423","30.8","38.5","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Dante's Divine Comedy","253","001","","19","3.474","52.6","21.1","10.5","10.5",".","5.3",".",".",".",".",".",".",".",".",".","."
"Hinduism","306","001","","10","3.444","60.0","20.0",".",".",".",".","10.0","10.0",".",".",".",".",".",".",".","."
"Introduction to Buddhism","308","001","","25","3.640","52.0","32.0","12.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"The Sabbath","322","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"King David","335","001","","10","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Jewish Life of DNA","340","001","","7","3.500","28.6","42.9",".","14.3",".",".",".",".",".",".",".",".","14.3",".",".","."
"Great Cities of Islam","373","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gods and Goddesses of South As","405","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"The Amish","406","001","","24","3.636","62.5","16.7","8.3",".",".",".","4.2","8.3",".",".",".",".",".",".",".","."
"Islam in Africa & the Diaspora","414","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"St. Francis Poverty Ecology","440","001","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"The History of Yoga","460","001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Religion,Global,PublicHealth","475","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Capstone Res & Colloq","601","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar in Buddhist Thought","650","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","2","***","","","","","","","","","","","","","","","",""
