"Topics in Luso-Braziln Lit","640
001","","12","3.833","75.0","16.7","8.3",".",".","",".","",".",".",".",".",".","",".","","",".",".",".","."
"","990
001","","1","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","990
002","","1","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Thesis","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","Dept. Total","","58","3.419","43.1","20.7","17.2","5.2","8.6","",".","",".","3.4","1.7",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","3","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","3","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","11","3.024","36.4","9.1","18.2","9.1","27.3","",".","",".",".",".",".","",".","",".","",".",".",".","."
"Senior","","","26","3.479","42.3","26.9","19.2","7.7","3.8","",".","",".",".",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","43","3.341","39.5","23.3","18.6","7.0","11.6","",".","",".",".",".",".","",".","",".","",".",".",".","."
"Special","","","4","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","10","3.938","70.0","10.0",".",".",".","",".","",".","10.0","10.0",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","58","3.419","43.1","20.7","17.2","5.2","8.6","",".","",".","3.4","1.7",".","",".","",".","",".",".",".","."
