"AMN","","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Seapower-Maritime Affairs","102
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro Naval Lab II","176
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Navigation","202
001","","14","3.143","21.4","28.6","14.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".","."
"Elementary Naval Lab II","276
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Weapons","302
001","","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Land Campaigns","351
001","","13","3.308","46.2","30.8","7.7",".",".","15.4",".",".",".",".",".",".",".",".",".","."
"Intermed Naval Lab II","376
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership and Ethics","402
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Naval Laboratory II","476
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"672
NAV SCI","Dept. Total","","95","3.646","76.8","11.6","4.2","4.2","1.1","2.1",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","8","2.900","50.0","25.0",".","12.5",".","12.5",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","14","3.340","64.3","7.1","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","32","3.648","71.9","18.8","3.1","3.1","3.1",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","43","3.842","90.7","4.7","2.3",".",".","2.3",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","97","3.646","77.3","11.3","4.1","4.1","1.0","2.1",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","97","3.646","77.3","11.3","4.1","4.1","1.0","2.1",".",".",".",".",".",".",".",".",".","."
