"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","11364","3.548","57.4","13.4","11.3","3.9","4.2","1.3","0.5","4.5","0.0","1.0","",".","1.9","0.3","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","514","3.431","52.3","16.9","12.8","6.2","4.9","2.7","1.4","0.4",".","2.1","",".",".","0.2",".",".","."
"Sophomore","","1574","3.556","60.9","15.9","9.8","4.5","4.7","1.3","0.8","0.1",".","1.5","",".",".","0.3","0.1",".","0.1"
"Junior","","2444","3.487","57.2","14.5","13.9","5.7","5.2","1.7","0.8","0.0",".","0.8","",".",".","0.2",".",".","."
"Senior","","4614","3.548","61.5","13.6","12.8","3.9","5.2","1.5","0.4","0.3",".","0.1","",".","0.1","0.4","0.1","0.0","0.0"
"Undergraduates","","9146","3.526","59.7","14.4","12.6","4.6","5.1","1.6","0.6","0.2",".","0.6","",".","0.1","0.3","0.1","0.0","0.0"
"Special","","242","3.415","39.7","16.1","14.9","3.3","4.5","1.7","0.4","15.7",".","0.4","",".",".","0.4",".","2.9","."
"Graduate","","1952","3.772","48.9","8.2","5.1","0.6","0.3","0.1","0.1","22.6","0.2","2.7","",".","10.9","0.2",".","0.2","."
"Prof Yr 1","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 2","","5","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","15","4.000","20.0",".",".",".",".",".",".","80.0",".",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","24","3.941","45.8",".","4.2",".",".",".",".","50.0",".",".","",".",".",".",".",".","."
"","College Total","11364","3.548","57.4","13.4","11.3","3.9","4.2","1.3","0.5","4.5","0.0","1.0","",".","1.9","0.3","0.1","0.1","0.0"
