"ALS","","","","","","","","","","","","","","","","","","","",""
"FOREST AND WILDLIFE ECOLO Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
396
F&W ECOL","493","3.500","52.7","11.6","11.6","3.0","3.9","0.8","0.4","10.1","",".",".","",".","4.7","0.8","0.4",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","8","3.460","75.0",".",".","12.5",".","12.5",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","60","3.284","51.7","15.0","11.7","8.3","10.0",".",".",".","",".",".","",".",".","1.7","1.7",".","."
"Junior","105","3.420","52.4","16.2","20.0","3.8","4.8","1.0","1.0",".","",".",".","",".",".","1.0",".",".","."
"Senior","188","3.515","60.6","14.4","14.9","2.1","4.3","1.1","0.5","0.5","",".",".","",".",".","1.1","0.5",".","."
"Undergraduates","361","3.450","57.1","14.7","15.5","3.9","5.3","1.1","0.6","0.3","",".",".","",".",".","1.1","0.6",".","."
"Special","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","129","3.943","41.9","2.3","0.8",".",".",".",".","37.2","",".",".","",".","17.8",".",".",".","."
"Dept. Total","493","3.500","52.7","11.6","11.6","3.0","3.9","0.8","0.4","10.1","",".",".","",".","4.7","0.8","0.4",".","."
