"ALS","","","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
864
C&E SOC","189","3.685","66.7","15.9","6.9","3.7","2.6","0.5","0.5","1.1","",".",".","",".","",".","1.6","0.5",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","13","3.633","61.5","15.4","7.7","15.4",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","45","3.691","64.4","15.6","4.4","4.4","4.4",".",".",".","",".",".","",".","",".","4.4","2.2",".","."
"Junior","49","3.696","61.2","22.4","12.2","2.0","2.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","72","3.674","72.2","12.5","5.6","2.8","2.8","1.4","1.4",".","",".",".","",".","",".","1.4",".",".","."
"Undergraduates","179","3.682","66.5","16.2","7.3","3.9","2.8","0.6","0.6",".","",".",".","",".","",".","1.7","0.6",".","."
"Special","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","8","4.000","87.5",".",".",".",".",".",".","12.5","",".",".","",".","",".",".",".",".","."
"Dept. Total","189","3.685","66.7","15.9","6.9","3.7","2.6","0.5","0.5","1.1","",".",".","",".","",".","1.6","0.5",".","."
