"810
POP HLTH","","","","","","","","","","","","","","","","","","","","","","",""
"","990
075","2","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
076","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","24","",".",".",".",".",".","",".","",".","87.5","",".",".","",".","12.5",".",".",".","."
"810
POP HLTH","Dept. Total","619","3.553","41.4","26.2","14.1","6.5","0.8","",".","",".","10.2","",".",".","",".","0.5","0.2","0.2",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.063","6.3","25.0","43.8","25.0",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","106","3.406","31.1","33.0","21.7","14.2",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","127","3.451","33.9","35.4","20.5","7.9","2.4","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","165","3.588","45.5","33.3","13.9","6.1","0.6","",".","",".",".","",".",".","",".",".",".",".",".","0.6"
"Undergraduates","","414","3.479","36.7","33.6","19.1","9.4","1.0","",".","",".",".","",".",".","",".",".",".",".",".","0.2"
"Special","","7","4.000","85.7",".",".",".",".","",".","",".",".","",".",".","",".",".",".","14.3",".","."
"Graduate","","131","3.785","57.3","16.0","5.3","0.8","0.8","",".","",".","16.8","",".",".","",".","2.3","0.8",".",".","."
"Prof Yr 3","","15","",".",".",".",".",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","52","3.918","44.2","3.8","1.9",".",".","",".","",".","50.0","",".",".","",".",".",".",".",".","."
"Professionals","","67","3.918","34.3","3.0","1.5",".",".","",".","",".","61.2","",".",".","",".",".",".",".",".","."
"","Dept. Total","619","3.553","41.4","26.2","14.1","6.5","0.8","",".","",".","10.2","",".",".","",".","0.5","0.2","0.2",".","0.2"
