"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","16026","3.411","38.9","23.3","17.8","7.0","4.6","0.7","0.4","0.2","",".","6.7","0.1","0.1","0.1","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","301","2.855","8.0","8.3","9.3","8.0","6.6","1.3","1.0",".","",".","56.1","0.3",".",".",".",".","."
"Sophomore","","2247","3.167","22.3","17.5","19.0","11.0","7.5","1.1","0.8",".","",".","20.6","0.1",".",".",".",".","."
"Junior","","4196","3.290","30.4","22.4","22.3","9.9","6.8","0.7","0.3","0.0","",".","6.9","0.1",".","0.1",".",".","."
"Senior","","5574","3.437","40.8","25.4","18.4","6.7","4.4","0.8","0.4","0.1","",".","2.6","0.0",".","0.2","0.1","0.0","."
"Undergraduates","","12318","3.336","33.1","22.5","19.6","8.6","5.8","0.9","0.4","0.1","",".","8.7","0.1",".","0.1","0.0","0.0","."
"Special","","181","3.298","28.2","30.4","13.3","9.4","6.6",".","1.7","3.9","",".","2.2",".",".",".",".","4.4","."
"Graduate","","3498","3.717","59.8","25.7","11.7","1.0","0.3","0.0","0.1","0.7","",".","0.1",".","0.4","0.1",".","0.1","."
"Prof Yr 2","","10","3.900","80.0","20.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","17","3.707","58.8","17.6","17.6",".",".",".",".",".","",".",".",".",".","5.9",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","29","3.791","65.5","17.2","10.3",".",".",".",".","3.4","",".",".",".",".","3.4",".",".","."
"","College Total","16026","3.411","38.9","23.3","17.8","7.0","4.6","0.7","0.4","0.2","",".","6.7","0.1","0.1","0.1","0.0","0.1","."
