"BUS","","","","","","","","","","","","","","","","","","","",""
"FINANCE, INVESTMENT & BANKI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
233
FINANCE","1804","3.270","31.7","22.6","19.0","9.6","8.8","1.1","0.7","0.3","",".","5.6","0.3","",".","0.1",".","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","",""
"Sophomore","102","2.851","12.7","16.7","22.5","16.7","21.6","1.0","1.0",".","",".","7.8",".","",".",".",".",".","."
"Junior","487","3.172","25.9","20.9","19.5","12.9","10.3","1.0","0.6",".","",".","8.2","0.6","",".",".",".",".","."
"Senior","970","3.261","30.1","23.9","20.8","8.9","8.2","1.2","0.7","0.4","",".","5.3","0.2","",".","0.1",".","0.1","."
"Undergraduates","1559","3.207","27.6","22.5","20.5","10.6","9.7","1.2","0.7","0.3","",".","6.4","0.3","",".","0.1",".","0.1","."
"Special","33","3.100","12.1","45.5","9.1","9.1","12.1",".","3.0","3.0","",".","3.0",".","",".",".",".","3.0","."
"Graduate","209","3.729","65.6","19.1","9.1","1.9","1.4","0.5","0.5","0.5","",".","0.5",".","",".","0.5",".","0.5","."
"Prof Yr 3","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Professionals","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Dept. Total","1804","3.270","31.7","22.6","19.0","9.6","8.8","1.1","0.7","0.3","",".","5.6","0.3","",".","0.1",".","0.2","."
