"","660
004","","2","***","","","","","","","","","","","","","",".",".",".","",".","",".",".","."
"Research Mentor Training","Course Total","","6","",".",".",".",".","",".","",".","",".",".","",".","83.3","16.7","",".","",".",".",".","."
"Independent Study","699
001","","1","***","","","","","","","","","","","","","",".",".",".","",".","",".",".","."
"Practicum in Science Teaching","850
001","","1","***","","","","","","","","","","","","","",".",".",".","",".","",".",".","."
"503
INTEGSCI","Dept. Total","","76","3.965","68.4","2.6","1.3",".","",".","",".","",".","18.4","",".","6.6","1.3","",".","",".",".",".","1.3"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Sophomore","","","23","3.938","91.3","4.3","4.3",".","",".","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","","16","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","","11","3.952","90.9","9.1",".",".","",".","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","","55","3.965","94.5","3.6","1.8",".","",".","",".","",".",".","",".",".",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","100.0"
"Graduate","","","20","",".",".",".",".","",".","",".","",".","70.0","",".","25.0","5.0","",".","",".",".",".","."
"","Dept. Total","","76","3.965","68.4","2.6","1.3",".","",".","",".","",".","18.4","",".","6.6","1.3","",".","",".",".",".","1.3"
