"","990
098","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
103","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","37","",".",".",".",".",".",".",".","97.3","",".",".","",".","2.7",".",".",".","."
"Spec Work-Ag & Appl Economics","999
107","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"108
A A E","Dept. Total","573","3.481","45.9","22.7","13.6","4.7","3.3","0.7","1.0","7.2","",".",".","",".","0.2","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.113","10.5","36.8","26.3","15.8","5.3",".",".",".","",".",".","",".",".","5.3",".",".","."
"Sophomore","","70","3.305","34.3","28.6","21.4","2.9","10.0",".","1.4",".","",".",".","",".",".","1.4",".",".","."
"Junior","","123","3.312","36.6","30.9","17.9","6.5","4.1","0.8","3.3",".","",".",".","",".",".",".",".",".","."
"Senior","","192","3.615","60.4","19.8","9.4","6.3","2.6","0.5",".","0.5","",".",".","",".",".","0.5",".",".","."
"Undergraduates","","404","3.439","46.3","25.5","14.9","6.2","4.5","0.5","1.2","0.2","",".",".","",".",".","0.7",".",".","."
"Special","","40","3.274","37.5","22.5","17.5","2.5","2.5","5.0","2.5","7.5","",".",".","",".",".","2.5",".",".","."
"Graduate","","129","3.757","47.3","14.0","8.5","0.8",".",".",".","28.7","",".",".","",".","0.8",".",".",".","."
"","Dept. Total","573","3.481","45.9","22.7","13.6","4.7","3.3","0.7","1.0","7.2","",".",".","",".","0.2","0.7",".",".","."
