"GENETICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","","",""
"Research","Course Total","82","",".",".",".",".",".",".",".","74.4","",".",".","",".","25.6","",".",".",".","."
"412
GENETICS","Dept. Total","1099","3.516","56.8","12.9","9.9","4.5","4.6","2.6","0.6","5.6","",".",".","",".","2.0","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.750","64.3","21.4","14.3",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","126","3.533","63.5","15.9","7.1","3.2","6.3","2.4","1.6",".","",".",".","",".",".","",".",".",".","."
"Junior","","272","3.401","61.0","9.6","9.9","7.4","5.9","4.8","1.5",".","",".",".","",".",".","",".",".",".","."
"Senior","","458","3.538","61.8","14.0","10.9","4.1","5.5","2.6","0.2","0.2","",".",".","",".","0.2","",".",".","0.4","."
"Undergraduates","","870","3.498","61.8","13.0","10.1","4.9","5.6","3.2","0.8","0.1","",".",".","",".","0.1","",".",".","0.2","."
"Special","","81","3.562","50.6","24.7","13.6","4.9","2.5","1.2",".",".","",".",".","",".",".","",".",".","2.5","."
"Graduate","","139","3.716","30.9","6.5","7.2","1.4",".",".",".","38.8","",".",".","",".","15.1","",".",".",".","."
"Prof Yr 1","","2","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 3","","7","",".",".",".",".",".",".",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","9","4.000","22.2",".",".",".",".",".",".","77.8","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1099","3.516","56.8","12.9","9.9","4.5","4.6","2.6","0.6","5.6","",".",".","",".","2.0","",".",".","0.4","."
