"","775
003","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
004","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","103","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"623
MED SC-V","Dept. Total","1375","3.672","33.1","5.2","5.3","0.7","0.5",".",".","54.6",".",".",".",".","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","",""
"Junior","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 1","","338","3.477","13.0","7.4","9.2","0.9","1.2",".",".","66.3",".",".",".",".","2.1",".",".","."
"Prof Yr 2","","111","4.000","4.5",".",".",".",".",".",".","93.7",".",".",".",".","1.8",".",".","."
"Prof Yr 3","","441","3.501","39.7","10.4","9.5","1.4","0.7",".",".","38.3",".",".",".",".",".",".",".","."
"Prof Yr 4","","468","4.000","48.9",".",".",".",".",".",".","51.1",".",".",".",".",".",".",".","."
"Professionals","","1358","3.671","33.4","5.2","5.4","0.7","0.5",".",".","54.2",".",".",".",".","0.7",".",".","."
"","Dept. Total","1375","3.672","33.1","5.2","5.3","0.7","0.5",".",".","54.6",".",".",".",".","0.7",".",".","."
