"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","Dept. Total","115","3.543","47.8","21.7","15.7","3.5","2.6","",".","",".","6.1","",".",".","",".","2.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","11","3.153","18.2","27.3","36.4","9.1","9.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","59","3.490","44.1","27.1","20.3","5.1","3.4","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","70","3.425","40.0","27.1","22.9","5.7","4.3","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","44","3.813","59.1","13.6","4.5",".",".","",".","",".","15.9","",".",".","",".","6.8","",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","115","3.543","47.8","21.7","15.7","3.5","2.6","",".","",".","6.1","",".",".","",".","2.6","",".",".",".","."
