"","990
086","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
087","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
091","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Dissertator Research&Thesis","Course Total","43","",".",".",".",".",".",".",".","81.4","2.3",".","",".","16.3",".",".",".","."
"612
M E","Dept. Total","3324","3.497","46.9","20.0","15.7","6.9","3.6","0.6","0.3","4.1","0.1","0.1","",".","1.4","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","90","3.531","46.7","25.6","18.9","3.3","4.4","1.1",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","360","3.672","63.6","16.7","13.3","3.3","2.2","0.6","0.3",".",".",".","",".",".",".",".",".","."
"Junior","","690","3.385","41.9","24.8","19.0","9.0","3.6","1.4","0.1",".",".",".","",".",".","0.1",".",".","."
"Senior","","1650","3.447","46.6","20.2","18.2","8.7","5.0","0.5","0.4",".",".",".","",".",".","0.4",".",".","."
"Undergraduates","","2790","3.463","47.6","21.1","17.8","7.9","4.3","0.8","0.3",".",".",".","",".",".","0.3",".",".","."
"Special","","34","3.521","47.1","26.5","8.8","11.8","2.9",".",".","2.9",".",".","",".",".",".",".",".","."
"Graduate","","574","3.789","37.1","11.7","4.0","0.9","0.2",".",".","36.2","0.5","0.5","",".","8.2","0.3",".","0.3","."
"","Dept. Total","3398","3.497","45.9","19.5","15.4","6.8","3.6","0.6","0.3","6.2","0.1","0.1","",".","1.4","0.3",".","0.1","."
