"TERM : 1234","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2022-2023","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","","Section
#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872","SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"872","SCAND ST","Dept. Total
149","3.728","67.1","6.0","7.4","5.4","0.7","0.7","",".","11.4","",".",".","",".","",".","1.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872","SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"","Freshmen","5","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
