"JEWISH STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Jewish Law, Business, Ethics","203
001","31","3.466","12.9","61.3","19.4",".",".","",".",".","3.2",".","",".",".","",".","",".","",".","3.2","."
"The American Jewish Experience","219
001","29","3.603","51.7","24.1","20.7",".","3.4","",".",".",".",".","",".",".","",".","",".","",".",".","."
"Intro to Hebrew Literature","301
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","430
001","18","3.588","55.6","33.3",".",".",".","",".","5.6","5.6",".","",".",".","",".","",".","",".",".","."
"","430
003","21","3.929","95.2",".",".","4.8",".","",".",".",".",".","",".",".","",".","",".","",".",".","."
"Intmed Topics in Jewish Lit","Course Total","39","3.776","76.9","15.4",".","2.6",".","",".","2.6","2.6","",".",".","",".","",".","",".",".",".","."
"Int Topics: Jewish Philos&Arts","432
002","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","699
002","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"JEWISH
510","Dept. Total","103","3.635","50.5","32.0","11.7","1.0","1.0","",".","1.0","1.9","",".",".","",".","",".","",".",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.582","40.7","33.3","25.9",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","23","3.649","47.8","34.8","17.4",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","23","3.678","56.5","30.4","4.3",".","4.3","",".",".","4.3","",".",".","",".","",".","",".",".",".","."
"Senior","","27","3.637","59.3","33.3",".","3.7",".","",".","3.7",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","100","3.633","51.0","33.0","12.0","1.0","1.0","",".","1.0","1.0","",".",".","",".","",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","",".","",".","",".","",".",".","50.0","."
"Graduate","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","103","3.635","50.5","32.0","11.7","1.0","1.0","",".","1.0","1.9","",".",".","",".","",".","",".",".","1.0","."
