"TERM : 1222","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2021-2022","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"COM ARTS
250","Dept. Total","3814","3.468","41.5","26.6","14.6","5.4","2.7","0.7","1.6","3.2","0.1","2.3","",".","0.0","0.7","0.1","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1020","3.518","49.2","27.2","13.6","4.8","2.3","0.8","1.8",".",".",".","",".",".","0.4",".",".","."
"Sophomore","","653","3.490","48.2","23.6","15.6","5.4","3.7","0.5","1.7",".",".",".","",".",".","0.9","0.3",".","."
"Junior","","912","3.372","34.5","33.2","17.2","7.6","3.5","1.3","1.5",".",".","0.3","",".",".","0.7","0.1",".","."
"Senior","","999","3.450","37.4","27.5","15.7","5.3","2.5","0.3","1.7","0.1","0.1","8.5","",".","0.1","0.5","0.2",".","."
"Undergraduates","","3584","3.457","42.0","28.2","15.5","5.7","2.9","0.7","1.7","0.0","0.0","2.5","",".","0.0","0.6","0.1",".","."
"Special","","36","3.714","13.9","2.8",".","2.8",".",".",".","41.7",".",".","",".",".",".",".","38.9","."
"Graduate","","194","3.967","36.6","2.6",".",".",".",".",".","55.2","2.1",".","",".",".","3.6",".",".","."
"","Dept. Total","3814","3.468","41.5","26.6","14.6","5.4","2.7","0.7","1.6","3.2","0.1","2.3","",".","0.0","0.7","0.1","0.4","."
