"L&S","","","","","","","","","","","","","","","","","","","","",""
"ASIAN LANG & CULTURE: LANG Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"186
ASIALANG","","","","","","","","","","","","","","","","","","","","",""
"ASIALANG
Dept. Total
186","858","3.671","66.1","16.4","7.2","3.7","1.9","0.8","1.0","2.0","",".",".","",".","",".","0.5",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"186
ASIALANG","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","174","3.501","58.6","14.4","12.6","6.3","1.7","2.3","2.3","0.6","",".",".","",".","",".","1.1",".",".","."
"Sophomore","195","3.661","62.1","21.0","8.2","3.6","3.1","1.0",".","0.5","",".",".","",".","",".","0.5",".",".","."
"Junior","166","3.648","68.1","16.9","6.6","3.6","2.4",".","2.4",".","",".",".","",".","",".",".",".",".","."
"Senior","234","3.759","73.5","14.5","5.1","3.4","1.3","0.4","0.4","0.9","",".",".","",".","",".","0.4",".",".","."
"Undergraduates","769","3.650","66.1","16.6","7.9","4.2","2.1","0.9","1.2","0.5","",".",".","",".","",".","0.5",".",".","."
"Special","40","3.916","55.0","5.0","2.5",".",".",".",".","30.0","",".",".","",".","",".",".",".","7.5","."
"Graduate","47","3.885","74.5","23.4",".",".",".",".",".","2.1","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 2","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Dept. Total","858","3.671","66.1","16.4","7.2","3.7","1.9","0.8","1.0","2.0","",".",".","",".","",".","0.5",".","0.3","."
