"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
058","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","061
100","19","3.658","73.7","10.5","5.3","5.3",".","5.3",".",".",".",".",".",".",".",".",".","."
"","100
064","19","3.737","84.2","10.5",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
065","19","3.765","84.2",".",".",".",".",".","5.3",".",".",".",".",".","10.5",".",".","."
"","100
067","17","3.706","76.5","11.8","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","100
068","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
069","18","3.667","83.3",".","11.1",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","100
072","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
076","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
078","18","3.912","83.3","5.6","5.6",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"","100
081","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","100
082","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
091","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
092","14","3.750","35.7","35.7",".",".",".",".",".",".",".",".",".",".","21.4",".",".","7.1"
"Intro to College Composition","Course Total","1025","3.826","84.3","8.1","2.9","0.4","1.0","0.5","1.6",".",".",".",".",".","1.1","0.1",".","0.1"
"Intro-Theatre & Dramatic Lit","001
120","173","3.837","79.8","15.6","1.2","1.7","1.2",".","0.6",".",".",".",".",".",".",".",".","."
"Comm B Topics in English Lit","140
001","168","3.831","81.0","11.9","2.4","1.2","0.6","1.8",".",".",".",".",".",".","1.2",".",".","."
"Women's Writing","144
001","21","3.833","76.2","14.3","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lit & Culture of Asian America","150
001","95","3.701","60.0","25.3","7.4","3.2",".",".","1.1",".",".",".",".",".","3.2",".",".","."
"Literature and the Environment","153
001","162","3.747","68.5","22.8","5.6","0.6","1.2",".","1.2",".",".",".",".",".",".",".",".","."
"Myth and Literature","155
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and Medicine","156
002","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","162
001","245","3.743","73.1","15.1","3.7","3.7","0.4","2.0","0.4","1.6",".",".",".",".",".",".",".","."
"","002
162","15","3.583","26.7","40.0","13.3",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"Shakespeare","Course Total","260","3.735","70.4","16.5","4.2","3.5","0.4","1.9","0.4","1.5",".",".",".",".","1.2",".",".","."
"British and American Writers","001
167","30","3.519","36.7","16.7","33.3",".",".",".",".",".",".",".",".",".","13.3",".",".","."
"Literatures of Native America","172
001","16","3.875","87.5","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","174
001","19","3.053","21.1","36.8","15.8","5.3","15.8",".","5.3",".",".",".",".",".",".",".",".","."
"","174
002","28","3.679","85.7","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","174
003","17","3.147","11.8","17.6","58.8","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and Social Justice","Course Total","64","3.352","46.9","18.8","20.3","4.7","4.7",".","4.7",".",".",".",".",".",".",".",".","."
"Lit & the Other Disciplines","175
001","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Topics in Literature and Film","001
176","168","3.844","82.1","10.7","4.2",".","1.8",".","0.6",".",".",".",".",".","0.6",".",".","."
"","001
177","16","3.688","62.5","25.0","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","177
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","177
003","163","3.429","45.4","31.9","12.3","2.5","2.5","1.8","3.7",".",".",".",".",".",".",".",".","."
"","177
004","19","2.947",".","26.3","52.6","5.3","15.8",".",".",".",".",".",".",".",".",".",".","."
"","177
005","19","3.211","47.4",".","31.6","10.5","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"Literature and Popular Culture","Course Total","218","3.387","42.7","28.0","17.0","3.2","4.1","1.4","3.2",".",".",".",".",".",".",".","0.5","."
"Digital Media, Lit, Culture","178
001","20","3.300","50.0","20.0",".","20.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"First-Year Honors Seminar","181
001","20","3.500","30.0","45.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","Page 238 of 464",""
