"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"","JOURN AND MASS COMMUNICA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Mass Media in Multicultrl Amer","162","001","64","3.452","39.1","34.4","17.2",".","1.6","3.1","1.6","3.1",".",".",".",".",".",".",".","."
"Gender & Sexuality Mass Comm","163","001","28","3.929","89.3","7.1","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mass Communication","201","001","261","3.527","50.2","26.8","15.3","1.5","1.9","0.4","2.7",".",".",".",".",".","1.1",".",".","."
"Mass Communication Practices","202","001","104","3.654","40.4","55.8","2.9",".",".",".","1.0",".",".",".",".",".",".",".",".","."
"Information for Communication","203","001","103","3.680","47.6","44.7","4.9","1.9","1.0",".",".",".",".",".",".",".",".",".",".","."
"","335","001","20","3.658","65.0","15.0","10.0",".",".","5.0",".",".",".",".",".",".","5.0",".",".","."
"","335","002","19","3.806","57.9","36.8",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","335","003","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles/Practices-Reporting","","Course Total","48","3.783","68.8","20.8","4.2",".",".","2.1",".",".",".",".",".",".","4.2",".",".","."
"","345","001","42","3.881","78.6","19.0","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","345","002","42","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles & Pract Strat Comm","","Course Total","84","3.940","89.3","9.5","1.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sports Mrkting Communications","350","001","24","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"In-Depth Reporting","401","001","16","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"Creative Nonfiction","405","001","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Magazine Publishing","417","001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Video Journalism","425","001","10","3.550","40.0","30.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Campaign Messages","445","001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Account Planning & Strategy","449","001","22","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Media Strategies","463","001","24","3.750","70.8","16.7","4.2","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Adv Concpts&Skills","475","044","14","3.731","50.0","35.7","7.1",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"History of U.S. Media","560","001","65","3.730","66.2","16.9","9.2","1.5","3.1",".",".","1.5",".",".",".",".",".",".","1.5","."
"Media and the Consumer","564","001","70","3.900","90.0","5.7","2.9",".",".","1.4",".",".",".",".",".",".",".",".",".","."
"Effects-Mass Communication","565","001","97","3.918","85.6","12.4","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Colloquium Prof Comm Careers","601","001","61","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","616","001","18","3.861","77.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","616","002","28","3.554","50.0","28.6","14.3","3.6",".","3.6",".",".",".",".",".",".",".",".",".","."
"Mass Media and Youth","","Course Total","46","3.674","60.9","23.9","10.9","2.2",".","2.2",".",".",".",".",".",".",".",".",".","."
"Hlth Communication-Info Age","617","001","8","3.500","87.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Mass Comm & Political Behav","618","001","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Impact of Emerging Media","622","001","29","3.983","96.6","3.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Communication Rsch Methods","658","001","20","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literary Aspects of Journ","669","001","27","3.630","37.0","51.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Govt & Mass Media","675","005","18","3.353","55.6","11.1","11.1",".","11.1",".","5.6","5.6",".",".",".",".",".",".",".","."
"Concepts and Tools for Data An","677","001","22","3.727","77.3","9.1","4.5",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","681","093","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","697","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","","Page 277 of 464",""
