"MARKETING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","",""
"Marketing Strategy","Course Total","132","3.568","40.9","36.4","18.9","3.0","0.8",".",".",".",".",".",".",".",".",".",".","."
"","700
020","46","3.424","21.7","41.3","37.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","021
700","36","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","700
030","30","3.717","43.3","56.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
040","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Management","Course Total","129","3.605","37.2","40.3","22.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Research","710
001","41","3.683","36.6","63.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Logistics Management","722
001","21","3.857","85.7","4.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Supply Chain Strategy","726
001","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategic Pricing","730
001","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Brand Strategy","735
001","48","3.750","60.4","31.3","6.3","2.1",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","21","3.690","52.4","38.1","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","765
003","33","3.742","78.8","6.1","6.1","3.0","6.1",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","54","3.722","68.5","18.5","5.6","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"Reading & Rsch-Marketing","799
127","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Qual-Based Marketing Insights","805
001","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Mkt Analytics","840
001","19","3.921","94.7",".",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Marketing PhD","971
001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
107","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
138","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
162","3","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Marketing","Course Total","10","",".",".",".",".",".",".",".","80.0",".",".",".","20.0",".",".",".","."
