"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"PORTUGUESE (SPANISH & POR Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","",""
"","101
001","","14","2.893","21.4","14.3","21.4","21.4","14.3","7.1",".",".",".",".",".",".",".",".",".","."
"","101
002","","8","2.563","12.5","12.5","12.5","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".","."
"1st Semester Portuguese","Course Total","","22","2.773","18.2","13.6","18.2","22.7","18.2","9.1",".",".",".",".",".",".",".",".",".","."
"3rd Semester Portuguese","201
001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"3rd Yr Conversatn & Compositn","225
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intensive Portuguese","301
001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"4th Yr Compositn & Conversatn","311
001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Portuguese Civilization","361
001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Luso-Brazilian Culture","642
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","899
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Latin American Area","982
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"PORTUG
782","Dept. Total","","72","3.475","54.2","16.7","6.9","6.9","5.6","2.8",".","6.9",".",".",".",".",".",".",".","."
