"Dissertator's Research","Course Total","63","",".",".",".",".",".",".",".","87.3","",".",".","",".","12.7",".",".",".","."
"","999
066","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
079","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"E C E
320","Dept. Total","3400","3.476","50.8","17.1","13.6","5.2","4.1","1.1","0.7","5.7","",".","0.1","",".","1.2","0.4","0.0","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","95","3.458","64.2","13.7","2.1","9.5","6.3","3.2",".",".","",".",".","",".",".",".","1.1",".","."
"Sophomore","","218","3.440","56.9","15.1","15.6","2.3","8.3","0.5","1.4",".","",".",".","",".",".",".",".",".","."
"Junior","","719","3.292","46.6","17.7","17.2","7.4","7.1","2.2","1.4",".","",".",".","",".",".","0.4",".",".","."
"Senior","","1506","3.485","52.9","19.1","15.8","6.8","3.7","0.7","0.5",".","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","2538","3.426","51.9","18.2","15.7","6.7","5.2","1.2","0.8",".","",".",".","",".",".","0.4","0.0",".","."
"Special","","30","3.655","60.0","16.7","13.3","3.3","3.3",".",".",".","",".",".","",".",".",".",".","3.3","."
"Graduate","","833","3.693","47.2","13.9","7.1","0.8","0.7","0.6","0.2","23.4","",".","0.6","",".","4.8","0.5",".",".","."
"","Dept. Total","3401","3.476","50.8","17.1","13.6","5.2","4.1","1.1","0.7","5.7","",".","0.1","",".","1.2","0.4","0.0","0.0","."
