"","999
043","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
048","6","4.000","16.7",".",".",".",".",".",".",".",".","",".",".","","83.3",".",".",".","."
"","999
049","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
052","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","20","3.950","50.0","5.0",".",".",".",".",".",".","",".",".","",".","35.0","10.0",".",".","."
"DS
359","Dept. Total","996","3.603","60.5","18.1","10.2","2.4","3.2","0.8","1.6","0.6","",".",".","",".","0.9","0.9",".","0.1","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","201","3.418","56.7","16.4","10.4","3.0","5.5","1.0","4.5",".","",".",".","",".",".","1.0",".",".","1.5"
"Sophomore","","191","3.604","62.3","17.3","13.1","2.6","3.1","0.5","1.0",".","",".",".","",".",".",".",".",".","."
"Junior","","226","3.566","58.8","17.7","12.8","2.2","4.0","0.9","1.8",".","",".",".","",".",".","0.4",".",".","1.3"
"Senior","","327","3.698","63.6","22.0","7.6","2.4","1.8","0.9","0.3",".","",".",".","",".",".","1.2",".",".","."
"Undergraduates","","945","3.594","60.7","18.8","10.6","2.5","3.4","0.8","1.7",".","",".",".","",".",".","0.7",".",".","0.6"
"Special","","6","4.000","16.7",".",".",".",".",".",".","83.3","",".",".","",".",".",".",".",".","."
"Graduate","","45","3.889","62.2","4.4","4.4",".",".",".",".","2.2","",".",".","",".","20.0","4.4",".","2.2","."
"","Dept. Total","996","3.603","60.5","18.1","10.2","2.4","3.2","0.8","1.6","0.6","",".",".","",".","0.9","0.9",".","0.1","0.6"
