"","990
074","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
075","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
076","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","22","",".",".",".",".","",".","",".","",".","77.3","",".",".","",".","13.6",".",".","9.1","."
"POP HLTH
810","Dept. Total","421","3.815","44.9","7.1","5.5","0.7","",".","",".","",".","23.0","",".","14.7","",".","0.7","1.9",".","1.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","26","3.756","69.2","15.4","11.5","3.8","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","48","3.824","77.1","14.6","6.3","2.1","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","74","3.799","74.3","14.9","8.1","2.7","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","17","3.625","35.3","17.6","17.6",".","",".","",".","",".","5.9","",".",".","",".",".",".",".","23.5","."
"Graduate","","175","3.829","65.1","8.0","8.0","0.6","",".","",".","",".","10.9","",".",".","",".","1.7","4.6",".","1.1","."
"Prof Yr 1","","61","4.000","1.6",".",".",".","",".","",".","",".",".","",".","98.4","",".",".",".",".",".","."
"Prof Yr 2","","3","***","","","","","","","","","","","","","","33.3","",".",".",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","","","","","33.3","",".",".",".",".",".","."
"Prof Yr 4","","88","3.953","12.5","1.1",".",".","",".","",".","",".","86.4","",".",".","",".",".",".",".",".","."
"Professionals","","155","3.929","9.0","1.3",".",".","",".","",".","",".","49.7","",".","40.0","",".",".",".",".",".","."
"","Dept. Total","421","3.815","44.9","7.1","5.5","0.7","",".","",".","",".","23.0","",".","14.7","",".","0.7","1.9",".","1.4","."
