"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","990
067","1","***","","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","16","4.000","93.8","",".",".","",".","",".","",".","",".",".","",".",".","",".","",".",".",".","6.3","."
"OBS&GYN
436","Dept. Total","147","3.996","80.3","",".","0.7","",".","",".","",".","",".","17.7","",".",".","",".","",".","0.7",".","0.7","."
"Summary by Level","","#","Ave","A","AB","","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Junior","","11","3.966","90.9","",".","9.1","",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","22","4.000","95.5","",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","4.5",".",".","."
"Undergraduates","","35","3.989","94.3","",".","2.9","",".","",".","",".","",".",".","",".",".","",".","",".","2.9",".",".","."
"Special","","1","***","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","88","4.000","100.0","",".",".","",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","","","","","","",".","",".","",".",".",".","100.0","."
"Prof Yr 4","","26","",".","",".",".","",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"Professionals","","27","",".","",".",".","",".","",".","",".","",".","96.3","",".",".","",".","",".",".",".","3.7","."
"","Dept. Total","151","3.996","80.8","",".","0.7","",".","",".","",".","",".","17.2","",".",".","",".","",".","0.7",".","0.7","."
