"EGR","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","",""
"INTEREGR
496","Dept. Total","682","3.717","61.4","26.2","9.7","1.2","0.1","0.4","0.3","",".","",".",".","",".","",".","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","144","3.843","74.3","22.9","1.4",".",".","0.7",".","",".","",".",".","",".","",".",".","0.7",".","."
"Sophomore","","206","3.919","90.3","7.8","0.5",".",".",".",".","",".","",".",".","",".","",".","0.5","0.5",".","0.5"
"Junior","","126","3.797","88.9","4.8","3.2","1.6",".",".",".","",".","",".",".","",".","",".",".","1.6",".","."
"Senior","","380","3.591","48.4","32.6","15.5","1.3","0.3","0.5","0.5","",".","",".",".","",".","",".","0.8",".",".","."
"Undergraduates","","856","3.716","68.8","20.9","7.7","0.8","0.1","0.4","0.2","",".","",".",".","",".","",".","0.5","0.5",".","0.1"
"Special","","2","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","12","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","870","3.717","69.2","20.6","7.6","0.9","0.1","0.3","0.2","",".","",".",".","",".","",".","0.5","0.5",".","0.1"
